Order ID,Product,Order Total,Shipping,Order Date,Order Time,City,State,Region
179863,AA Batteries (4-pack),3.84,9.99,04/07/19,17:21, Los Angeles,CA,West
179864,USB-C Charging Cable,11.95,9.99,04/14/19,08:26, Seattle,WA,West
179865,USB-C Charging Cable,11.95,9.99,04/07/19,18:22, Los Angeles,CA,West
179866,Google Phone,600,9.99,04/05/19,10:48, San Francisco,CA,West
179867,USB-C Charging Cable,11.95,9.99,04/05/19,10:48, San Francisco,CA,West
179868,Wired Headphones,11.99,9.99,04/17/19,09:52, New York City,NY,Northeast
179869,27in FHD Monitor,149.99,9.99,04/17/19,09:07, Dallas,TX,South
179870,AAA Batteries (4-pack),2.99,9.99,04/01/19,16:14, Boston,MA,Northeast
179871,Apple Airpods Headphones,150,9.99,04/06/19,20:41, Portland,OR,West
179872,iPhone,700,9.99,04/08/19,04:26, Seattle,WA,West
179873,Apple Airpods Headphones,150,9.99,04/26/19,22:55, Los Angeles,CA,West
179874,AA Batteries (4-pack),3.84,9.99,04/18/19,12:04, Atlanta,GA,South
179875,Macbook Pro Laptop,1700,9.99,04/04/19,09:49, San Francisco,CA,West
179876,Apple Airpods Headphones,150,9.99,04/04/19,15:14, San Francisco,CA,West
179877,Macbook Pro Laptop,1700,9.99,04/26/19,15:26, Atlanta,GA,South
179878,27in 4K Gaming Monitor,389.99,9.99,04/15/19,12:47, San Francisco,CA,West
179879,USB-C Charging Cable,11.95,9.99,04/14/19,20:30, New York City,NY,Northeast
179880,AAA Batteries (4-pack),2.99,9.99,04/02/19,21:02, San Francisco,CA,West
179881,USB-C Charging Cable,11.95,9.99,04/14/19,19:18, San Francisco,CA,West
179882,Apple Airpods Headphones,150,9.99,04/21/19,21:18, New York City,NY,Northeast
179883,Wired Headphones,11.99,9.99,04/10/19,13:09, Los Angeles,CA,West
179884,Bose SoundSport Headphones,99.99,9.99,04/01/19,12:12, Dallas,TX,South
179885,Wired Headphones,23.98,9.99,04/03/19,22:42, Boston,MA,Northeast
179886,Wired Headphones,11.99,9.99,04/14/19,11:13, New York City,NY,Northeast
179887,AAA Batteries (4-pack),5.98,9.99,04/10/19,15:58, San Francisco,CA,West
179888,AAA Batteries (4-pack),2.99,9.99,04/24/19,07:33, San Francisco,CA,West
179889,AAA Batteries (4-pack),2.99,9.99,04/22/19,11:54, Los Angeles,CA,West
179890,iPhone,700,9.99,04/28/19,15:11, Los Angeles,CA,West
179891,AAA Batteries (4-pack),2.99,9.99,04/16/19,11:12, Boston,MA,Northeast
179892,Apple Airpods Headphones,150,9.99,04/24/19,16:46, San Francisco,CA,West
179893,Lightning Charging Cable,14.95,9.99,04/20/19,20:37, New York City,NY,Northeast
179894,27in FHD Monitor,149.99,9.99,04/08/19,17:42, Boston,MA,Northeast
179895,AA Batteries (4-pack),7.68,9.99,04/14/19,15:04, New York City,NY,Northeast
179896,USB-C Charging Cable,11.95,9.99,04/22/19,13:33, Los Angeles,CA,West
179897,AAA Batteries (4-pack),2.99,9.99,04/18/19,20:18, Austin,TX,South
179898,Wired Headphones,23.98,9.99,04/21/19,21:38, Seattle,WA,West
179899,Wired Headphones,11.99,9.99,04/21/19,14:51, Dallas,TX,South
179900,Apple Airpods Headphones,150,9.99,04/16/19,15:15, Los Angeles,CA,West
179901,Bose SoundSport Headphones,99.99,9.99,04/07/19,07:35, Seattle,WA,West
179902,Apple Airpods Headphones,150,9.99,04/09/19,18:36, Dallas,TX,South
179903,AAA Batteries (4-pack),2.99,9.99,04/26/19,22:20, New York City,NY,Northeast
179904,AA Batteries (4-pack),3.84,9.99,04/04/19,21:52, Boston,MA,Northeast
179905,Wired Headphones,11.99,9.99,04/25/19,12:13, San Francisco,CA,West
179906,AAA Batteries (4-pack),2.99,9.99,04/27/19,02:01, Austin,TX,South
179907,AA Batteries (4-pack),3.84,9.99,04/28/19,22:03, Atlanta,GA,South
179908,AA Batteries (4-pack),3.84,9.99,04/04/19,09:23, New York City,NY,Northeast
179909,AA Batteries (4-pack),3.84,9.99,04/08/19,20:40, New York City,NY,Northeast
179910,AA Batteries (4-pack),3.84,9.99,04/07/19,18:29, Seattle,WA,West
179911,AA Batteries (4-pack),11.52,9.99,04/22/19,12:25, Los Angeles,CA,West
179912,AAA Batteries (4-pack),5.98,9.99,04/10/19,09:58, Boston,MA,Northeast
179913,Lightning Charging Cable,14.95,9.99,04/05/19,07:40, Atlanta,GA,South
179914,USB-C Charging Cable,11.95,9.99,04/12/19,19:57, San Francisco,CA,West
179915,34in Ultrawide Monitor,379.99,9.99,04/09/19,15:03, Atlanta,GA,South
179916,Lightning Charging Cable,14.95,9.99,04/28/19,12:08, New York City,NY,Northeast
179917,Lightning Charging Cable,14.95,9.99,04/18/19,18:55, Los Angeles,CA,West
179918,USB-C Charging Cable,11.95,9.99,04/14/19,11:05, New York City,NY,Northeast
179919,USB-C Charging Cable,11.95,9.99,04/11/19,11:54, New York City,NY,Northeast
179920,Wired Headphones,11.99,9.99,04/25/19,19:53, New York City,NY,Northeast
179921,Apple Airpods Headphones,150,9.99,04/29/19,20:53, New York City,NY,Northeast
179922,Lightning Charging Cable,14.95,9.99,04/20/19,11:01, San Francisco,CA,West
179923,USB-C Charging Cable,11.95,9.99,04/21/19,00:29, Los Angeles,CA,West
179924,Google Phone,600,9.99,04/28/19,17:20, Boston,MA,Northeast
179925,Lightning Charging Cable,14.95,9.99,04/17/19,20:23, Atlanta,GA,South
179926,AAA Batteries (4-pack),5.98,9.99,04/03/19,17:32, Atlanta,GA,South
179927,Wired Headphones,11.99,9.99,04/18/19,18:05, Atlanta,GA,South
179928,Bose SoundSport Headphones,99.99,9.99,04/28/19,14:12, New York City,NY,Northeast
179929,Apple Airpods Headphones,150,9.99,04/20/19,13:11, Dallas,TX,South
179930,USB-C Charging Cable,11.95,9.99,04/04/19,09:50, Atlanta,GA,South
179931,27in FHD Monitor,149.99,9.99,04/04/19,09:50, Atlanta,GA,South
179932,27in 4K Gaming Monitor,389.99,9.99,04/16/19,15:16, Los Angeles,CA,West
179933,Lightning Charging Cable,14.95,9.99,04/10/19,12:54, Los Angeles,CA,West
179934,20in Monitor,109.99,9.99,04/10/19,15:54, Seattle,WA,West
179935,Wired Headphones,11.99,9.99,04/14/19,11:58, Portland,OR,West
179936,AA Batteries (4-pack),3.84,9.99,04/26/19,10:58, Austin,TX,South
179937,Apple Airpods Headphones,150,9.99,04/09/19,12:28, San Francisco,CA,West
179938,Wired Headphones,23.98,9.99,04/28/19,15:42, Seattle,WA,West
179939,34in Ultrawide Monitor,379.99,9.99,04/01/19,21:52, San Francisco,CA,West
179940,USB-C Charging Cable,11.95,9.99,04/30/19,11:48, San Francisco,CA,West
179941,USB-C Charging Cable,11.95,9.99,04/14/19,09:56, Boston,MA,Northeast
179942,Bose SoundSport Headphones,99.99,9.99,04/21/19,01:28, Atlanta,GA,South
179943,Google Phone,600,9.99,04/03/19,08:40, Boston,MA,Northeast
179944,USB-C Charging Cable,11.95,9.99,04/03/19,08:40, Boston,MA,Northeast
179945,AAA Batteries (4-pack),5.98,9.99,04/22/19,16:19, Dallas,TX,South
179946,27in 4K Gaming Monitor,389.99,9.99,04/30/19,18:33, New York City,NY,Northeast
179947,Apple Airpods Headphones,150,9.99,04/23/19,14:50, Boston,MA,Northeast
179948,20in Monitor,109.99,9.99,04/08/19,17:26, Seattle,WA,West
179949,USB-C Charging Cable,11.95,9.99,04/02/19,18:07, San Francisco,CA,West
179950,AAA Batteries (4-pack),2.99,9.99,04/20/19,09:06, Boston,MA,Northeast
179951,27in 4K Gaming Monitor,389.99,9.99,04/10/19,15:24, San Francisco,CA,West
179952,Lightning Charging Cable,14.95,9.99,04/05/19,06:38, Boston,MA,Northeast
179953,AA Batteries (4-pack),3.84,9.99,04/15/19,10:23, San Francisco,CA,West
179954,AA Batteries (4-pack),3.84,9.99,04/24/19,21:40, Los Angeles,CA,West
179955,Apple Airpods Headphones,150,9.99,04/10/19,07:40, Los Angeles,CA,West
179956,Lightning Charging Cable,14.95,9.99,04/28/19,19:23, New York City,NY,Northeast
179957,AAA Batteries (4-pack),8.97,9.99,04/21/19,00:49, Boston,MA,Northeast
179958,USB-C Charging Cable,11.95,9.99,04/07/19,07:36, New York City,NY,Northeast
179959,Google Phone,600,9.99,04/21/19,16:38, Portland,OR,West
179960,Wired Headphones,11.99,9.99,04/21/19,16:38, Portland,OR,West
179961,Flatscreen TV,300,9.99,04/26/19,22:16, Seattle,WA,West
179962,Google Phone,600,9.99,04/04/19,11:11, New York City,NY,Northeast
179963,USB-C Charging Cable,11.95,9.99,04/04/19,11:11, New York City,NY,Northeast
179964,AAA Batteries (4-pack),2.99,9.99,04/06/19,15:25, Austin,TX,South
179965,27in 4K Gaming Monitor,389.99,9.99,04/03/19,16:43, Los Angeles,CA,West
179966,Wired Headphones,11.99,9.99,04/10/19,13:36, San Francisco,CA,West
179967,Wired Headphones,11.99,9.99,04/09/19,16:58, San Francisco,CA,West
179968,AAA Batteries (4-pack),2.99,9.99,04/11/19,14:58, New York City,NY,Northeast
179969,USB-C Charging Cable,11.95,9.99,04/26/19,12:29, Boston,MA,Northeast
179970,Apple Airpods Headphones,150,9.99,04/19/19,16:38, Los Angeles,CA,West
179971,AAA Batteries (4-pack),5.98,9.99,04/11/19,13:08, Los Angeles,CA,West
179972,ThinkPad Laptop,999.99,9.99,04/08/19,19:42, New York City,NY,Northeast
179973,Lightning Charging Cable,14.95,9.99,04/21/19,13:11, San Francisco,CA,West
179974,Apple Airpods Headphones,150,9.99,04/22/19,19:46, San Francisco,CA,West
179975,34in Ultrawide Monitor,379.99,9.99,04/20/19,10:26, New York City,NY,Northeast
179976,34in Ultrawide Monitor,379.99,9.99,04/22/19,17:08, San Francisco,CA,West
179977,Vareebadd Phone,400,9.99,04/03/19,11:37, Los Angeles,CA,West
179978,ThinkPad Laptop,999.99,9.99,04/16/19,11:42, San Francisco,CA,West
179979,Lightning Charging Cable,14.95,9.99,04/14/19,10:14, Dallas,TX,South
179980,Apple Airpods Headphones,150,9.99,04/27/19,00:42, Boston,MA,Northeast
179981,USB-C Charging Cable,11.95,9.99,04/29/19,12:43, Boston,MA,Northeast
179982,27in FHD Monitor,149.99,9.99,04/04/19,07:39, Seattle,WA,West
179983,Apple Airpods Headphones,150,9.99,04/06/19,15:09, Los Angeles,CA,West
179984,USB-C Charging Cable,11.95,9.99,04/20/19,21:01, San Francisco,CA,West
179985,Lightning Charging Cable,14.95,9.99,04/21/19,20:13, Austin,TX,South
179986,LG Dryer,600,9.99,04/20/19,12:45, Dallas,TX,South
179987,AA Batteries (4-pack),3.84,9.99,04/29/19,20:15, Boston,MA,Northeast
179988,AA Batteries (4-pack),11.52,9.99,04/04/19,09:14, Austin,TX,South
179989,ThinkPad Laptop,999.99,9.99,04/05/19,08:21, San Francisco,CA,West
179990,Lightning Charging Cable,14.95,9.99,04/06/19,18:43, Atlanta,GA,South
179991,AAA Batteries (4-pack),17.94,9.99,04/14/19,11:24, Austin,TX,South
179992,Apple Airpods Headphones,150,9.99,04/26/19,21:07, San Francisco,CA,West
179993,USB-C Charging Cable,11.95,9.99,04/21/19,18:51, Dallas,TX,South
179994,Apple Airpods Headphones,150,9.99,04/24/19,20:56, San Francisco,CA,West
179995,ThinkPad Laptop,999.99,9.99,04/02/19,19:15, San Francisco,CA,West
179996,AA Batteries (4-pack),3.84,9.99,04/08/19,20:14, New York City,NY,Northeast
179997,AAA Batteries (4-pack),5.98,9.99,04/24/19,09:17, San Francisco,CA,West
179998,AAA Batteries (4-pack),2.99,9.99,04/01/19,22:35, Seattle,WA,West
179999,20in Monitor,109.99,9.99,04/24/19,12:43, Atlanta,GA,South
180000,Macbook Pro Laptop,1700,9.99,04/27/19,19:08, New York City,NY,Northeast
180001,27in FHD Monitor,149.99,9.99,04/10/19,18:51, Boston,MA,Northeast
180002,Macbook Pro Laptop,1700,9.99,04/19/19,14:01, Seattle,WA,West
180003,AA Batteries (4-pack),3.84,9.99,04/29/19,13:39, Seattle,WA,West
180004,Bose SoundSport Headphones,99.99,9.99,04/14/19,20:23, Atlanta,GA,South
180005,AA Batteries (4-pack),3.84,9.99,04/03/19,10:16, Boston,MA,Northeast
180006,USB-C Charging Cable,11.95,9.99,04/06/19,20:58, Seattle,WA,West
180007,USB-C Charging Cable,11.95,9.99,04/06/19,16:51, Los Angeles,CA,West
180008,Lightning Charging Cable,14.95,9.99,04/15/19,13:04, Los Angeles,CA,West
180009,iPhone,700,9.99,04/04/19,15:53, New York City,NY,Northeast
180010,ThinkPad Laptop,999.99,9.99,04/25/19,20:12, Atlanta,GA,South
180011,20in Monitor,109.99,9.99,04/26/19,17:53, New York City,NY,Northeast
180012,Bose SoundSport Headphones,99.99,9.99,04/26/19,17:53, New York City,NY,Northeast
180013,iPhone,700,9.99,04/23/19,11:42, Los Angeles,CA,West
180014,34in Ultrawide Monitor,379.99,9.99,04/18/19,14:59, New York City,NY,Northeast
180015,AA Batteries (4-pack),3.84,9.99,04/10/19,19:38, Portland,ME,Northeast
180016,Bose SoundSport Headphones,99.99,9.99,04/22/19,10:33, Dallas,TX,South
180017,USB-C Charging Cable,11.95,9.99,04/20/19,19:06, San Francisco,CA,West
180018,34in Ultrawide Monitor,379.99,9.99,04/30/19,20:46, Dallas,TX,South
180019,USB-C Charging Cable,11.95,9.99,04/03/19,02:31, Atlanta,GA,South
180020,27in 4K Gaming Monitor,389.99,9.99,04/26/19,08:11, Los Angeles,CA,West
180021,Wired Headphones,11.99,9.99,04/08/19,20:54, Boston,MA,Northeast
180022,AA Batteries (4-pack),3.84,9.99,04/26/19,11:20, Boston,MA,Northeast
180023,AA Batteries (4-pack),3.84,9.99,04/02/19,12:36, New York City,NY,Northeast
180024,Flatscreen TV,300,9.99,04/16/19,17:57, San Francisco,CA,West
180025,iPhone,700,9.99,04/30/19,09:08, New York City,NY,Northeast
180026,27in 4K Gaming Monitor,389.99,9.99,04/01/19,16:40, New York City,NY,Northeast
180027,27in FHD Monitor,149.99,9.99,04/23/19,20:22, San Francisco,CA,West
180028,USB-C Charging Cable,11.95,9.99,04/26/19,17:28, Seattle,WA,West
180029,Bose SoundSport Headphones,99.99,9.99,04/09/19,16:28, Seattle,WA,West
180030,Bose SoundSport Headphones,99.99,9.99,04/04/19,13:50, San Francisco,CA,West
180031,Lightning Charging Cable,14.95,9.99,04/28/19,08:05, Los Angeles,CA,West
180032,iPhone,700,9.99,04/28/19,22:23, Atlanta,GA,South
180033,Bose SoundSport Headphones,99.99,9.99,04/02/19,11:26, Atlanta,GA,South
180034,AAA Batteries (4-pack),2.99,9.99,04/25/19,18:44, San Francisco,CA,West
180035,Apple Airpods Headphones,150,9.99,04/03/19,17:03, New York City,NY,Northeast
180036,Apple Airpods Headphones,150,9.99,04/11/19,18:57, San Francisco,CA,West
180037,AAA Batteries (4-pack),2.99,9.99,04/17/19,22:50, New York City,NY,Northeast
180038,Lightning Charging Cable,14.95,9.99,04/03/19,12:59, San Francisco,CA,West
180039,20in Monitor,109.99,9.99,04/15/19,19:34, Boston,MA,Northeast
180040,Google Phone,600,9.99,04/16/19,17:25, San Francisco,CA,West
180041,Macbook Pro Laptop,1700,9.99,04/15/19,22:39, Los Angeles,CA,West
180042,Apple Airpods Headphones,150,9.99,04/29/19,10:39, San Francisco,CA,West
180043,Vareebadd Phone,400,9.99,04/16/19,20:33, New York City,NY,Northeast
180044,AA Batteries (4-pack),7.68,9.99,04/24/19,22:19, Los Angeles,CA,West
180045,USB-C Charging Cable,23.9,9.99,04/14/19,19:27, Dallas,TX,South
180046,Apple Airpods Headphones,150,9.99,04/04/19,13:25, Austin,TX,South
180047,AA Batteries (4-pack),7.68,9.99,04/11/19,15:36, Seattle,WA,West
180048,20in Monitor,109.99,9.99,04/13/19,17:49, Dallas,TX,South
180049,Apple Airpods Headphones,150,9.99,04/17/19,11:37, Portland,OR,West
180050,34in Ultrawide Monitor,379.99,9.99,04/03/19,19:16, New York City,NY,Northeast
180051,Wired Headphones,11.99,9.99,04/09/19,20:43, San Francisco,CA,West
180052,34in Ultrawide Monitor,379.99,9.99,04/03/19,12:58, San Francisco,CA,West
180053,Bose SoundSport Headphones,99.99,9.99,04/01/19,14:10, Atlanta,GA,South
180054,Wired Headphones,11.99,9.99,04/13/19,16:26, San Francisco,CA,West
180055,20in Monitor,109.99,9.99,04/07/19,12:27, Boston,MA,Northeast
180056,Bose SoundSport Headphones,99.99,9.99,04/10/19,13:54, Seattle,WA,West
180057,AAA Batteries (4-pack),2.99,9.99,04/06/19,16:43, New York City,NY,Northeast
180058,34in Ultrawide Monitor,379.99,9.99,04/02/19,10:09, Los Angeles,CA,West
180059,Flatscreen TV,300,9.99,04/30/19,21:17, Los Angeles,CA,West
180060,AA Batteries (4-pack),11.52,9.99,04/26/19,15:49, Boston,MA,Northeast
180061,ThinkPad Laptop,999.99,9.99,04/09/19,08:30, San Francisco,CA,West
180062,Vareebadd Phone,400,9.99,04/17/19,13:13, Los Angeles,CA,West
180063,AAA Batteries (4-pack),2.99,9.99,04/13/19,14:50, New York City,NY,Northeast
180064,Wired Headphones,11.99,9.99,04/12/19,15:36, Dallas,TX,South
180065,Lightning Charging Cable,14.95,9.99,04/04/19,18:57, New York City,NY,Northeast
180066,34in Ultrawide Monitor,379.99,9.99,04/03/19,19:04, Boston,MA,Northeast
180067,AA Batteries (4-pack),3.84,9.99,04/26/19,20:36, Seattle,WA,West
180068,Wired Headphones,11.99,9.99,04/26/19,18:46, Atlanta,GA,South
180069,LG Dryer,600,9.99,04/16/19,14:24, New York City,NY,Northeast
180070,AAA Batteries (4-pack),5.98,9.99,04/14/19,11:08, Portland,OR,West
180071,Flatscreen TV,300,9.99,04/28/19,09:38, New York City,NY,Northeast
180072,AA Batteries (4-pack),3.84,9.99,04/28/19,09:38, New York City,NY,Northeast
180073,USB-C Charging Cable,11.95,9.99,04/22/19,10:54, Atlanta,GA,South
180074,Wired Headphones,11.99,9.99,04/08/19,22:37, San Francisco,CA,West
180075,AAA Batteries (4-pack),2.99,9.99,04/20/19,14:06, Los Angeles,CA,West
180076,Vareebadd Phone,400,9.99,04/06/19,20:01, Los Angeles,CA,West
180077,Wired Headphones,11.99,9.99,04/21/19,14:41, Atlanta,GA,South
180078,27in FHD Monitor,149.99,9.99,04/22/19,19:10, Seattle,WA,West
180079,Bose SoundSport Headphones,99.99,9.99,04/07/19,18:41, Portland,OR,West
180080,Apple Airpods Headphones,150,9.99,04/22/19,02:29, Los Angeles,CA,West
180081,AAA Batteries (4-pack),2.99,9.99,04/27/19,09:19, Los Angeles,CA,West
180082,27in 4K Gaming Monitor,389.99,9.99,04/04/19,10:05, Dallas,TX,South
180083,Flatscreen TV,300,9.99,04/14/19,19:49, Seattle,WA,West
180084,Wired Headphones,11.99,9.99,04/30/19,18:31, New York City,NY,Northeast
180085,Lightning Charging Cable,14.95,9.99,04/16/19,15:16, Los Angeles,CA,West
180086,AA Batteries (4-pack),3.84,9.99,04/04/19,13:51, Dallas,TX,South
180087,Wired Headphones,11.99,9.99,04/07/19,12:41, Austin,TX,South
180088,USB-C Charging Cable,11.95,9.99,04/24/19,13:37, New York City,NY,Northeast
180089,Google Phone,600,9.99,04/25/19,03:09, New York City,NY,Northeast
180090,AAA Batteries (4-pack),2.99,9.99,04/17/19,15:28, Portland,OR,West
180091,Macbook Pro Laptop,1700,9.99,04/30/19,15:31, Boston,MA,Northeast
180092,Bose SoundSport Headphones,99.99,9.99,04/25/19,18:23, San Francisco,CA,West
180093,Macbook Pro Laptop,1700,9.99,04/30/19,15:23, Seattle,WA,West
180094,iPhone,700,9.99,04/15/19,08:40, New York City,NY,Northeast
180095,Lightning Charging Cable,14.95,9.99,04/15/19,08:40, New York City,NY,Northeast
180096,USB-C Charging Cable,11.95,9.99,04/16/19,10:51, San Francisco,CA,West
180097,34in Ultrawide Monitor,379.99,9.99,04/05/19,12:44, New York City,NY,Northeast
180098,Google Phone,600,9.99,04/21/19,16:14, Atlanta,GA,South
180099,Wired Headphones,11.99,9.99,04/21/19,16:14, Atlanta,GA,South
180100,AAA Batteries (4-pack),5.98,9.99,04/18/19,18:44, Los Angeles,CA,West
180101,iPhone,700,9.99,04/01/19,22:27, Los Angeles,CA,West
180102,Bose SoundSport Headphones,99.99,9.99,04/02/19,11:57, San Francisco,CA,West
180103,Bose SoundSport Headphones,99.99,9.99,04/27/19,16:27, San Francisco,CA,West
180104,ThinkPad Laptop,999.99,9.99,04/29/19,18:00, New York City,NY,Northeast
180105,27in FHD Monitor,149.99,9.99,04/30/19,16:40, Los Angeles,CA,West
180106,AA Batteries (4-pack),3.84,9.99,04/10/19,19:53, Portland,OR,West
180107,AAA Batteries (4-pack),2.99,9.99,04/30/19,11:49, New York City,NY,Northeast
180108,Lightning Charging Cable,14.95,9.99,04/03/19,10:35, San Francisco,CA,West
180109,Apple Airpods Headphones,150,9.99,04/10/19,21:16, Atlanta,GA,South
180110,iPhone,700,9.99,04/09/19,18:49, Los Angeles,CA,West
180111,Lightning Charging Cable,14.95,9.99,04/22/19,12:27, New York City,NY,Northeast
180112,Bose SoundSport Headphones,99.99,9.99,04/06/19,08:30, New York City,NY,Northeast
180113,iPhone,700,9.99,04/12/19,11:38, Los Angeles,CA,West
180114,Google Phone,600,9.99,04/05/19,07:07, Los Angeles,CA,West
180115,iPhone,700,9.99,04/16/19,23:50, Dallas,TX,South
180116,Lightning Charging Cable,14.95,9.99,04/24/19,11:47, New York City,NY,Northeast
180117,AA Batteries (4-pack),7.68,9.99,04/30/19,17:19, Atlanta,GA,South
180118,USB-C Charging Cable,11.95,9.99,04/14/19,14:23, Seattle,WA,West
180119,LG Washing Machine,600,9.99,04/02/19,20:54, Los Angeles,CA,West
180120,LG Dryer,600,9.99,04/25/19,15:35, Dallas,TX,South
180121,AA Batteries (4-pack),3.84,9.99,04/19/19,20:06, Los Angeles,CA,West
180122,Lightning Charging Cable,14.95,9.99,04/27/19,22:50, Los Angeles,CA,West
180123,Lightning Charging Cable,14.95,9.99,04/21/19,16:12, Atlanta,GA,South
180124,Bose SoundSport Headphones,99.99,9.99,04/03/19,21:19, San Francisco,CA,West
180125,Macbook Pro Laptop,1700,9.99,04/06/19,19:50, New York City,NY,Northeast
180126,34in Ultrawide Monitor,379.99,9.99,04/14/19,00:20, Dallas,TX,South
180127,Wired Headphones,11.99,9.99,04/13/19,12:45, Los Angeles,CA,West
180128,iPhone,700,9.99,04/01/19,21:17, New York City,NY,Northeast
180129,Apple Airpods Headphones,150,9.99,04/01/19,21:17, New York City,NY,Northeast
180130,iPhone,700,9.99,04/26/19,19:19, San Francisco,CA,West
180131,iPhone,700,9.99,04/15/19,11:01, New York City,NY,Northeast
180132,Lightning Charging Cable,14.95,9.99,04/15/19,11:01, New York City,NY,Northeast
180133,Flatscreen TV,300,9.99,04/19/19,20:19, New York City,NY,Northeast
180134,ThinkPad Laptop,999.99,9.99,04/25/19,11:25, Atlanta,GA,South
180135,USB-C Charging Cable,11.95,9.99,04/01/19,08:15, Los Angeles,CA,West
180136,Lightning Charging Cable,29.9,9.99,04/06/19,19:38, New York City,NY,Northeast
180137,AA Batteries (4-pack),7.68,9.99,04/23/19,15:34, Atlanta,GA,South
180138,USB-C Charging Cable,11.95,9.99,04/06/19,14:14, New York City,NY,Northeast
180139,20in Monitor,109.99,9.99,04/12/19,11:03, Los Angeles,CA,West
180140,Wired Headphones,11.99,9.99,04/27/19,12:06, San Francisco,CA,West
180141,AA Batteries (4-pack),3.84,9.99,04/14/19,09:36, San Francisco,CA,West
180142,AA Batteries (4-pack),3.84,9.99,04/22/19,16:36, Dallas,TX,South
180143,Flatscreen TV,300,9.99,04/09/19,12:56, San Francisco,CA,West
180144,Apple Airpods Headphones,150,9.99,04/20/19,14:15, Los Angeles,CA,West
180145,Lightning Charging Cable,14.95,9.99,04/09/19,20:12, Los Angeles,CA,West
180146,AAA Batteries (4-pack),2.99,9.99,04/27/19,20:08, Seattle,WA,West
180147,Bose SoundSport Headphones,99.99,9.99,04/01/19,11:59, Portland,OR,West
180148,27in FHD Monitor,149.99,9.99,04/21/19,15:29, Portland,ME,Northeast
180149,Bose SoundSport Headphones,99.99,9.99,05/01/19,00:58, New York City,NY,Northeast
180150,Wired Headphones,23.98,9.99,04/08/19,10:01, Los Angeles,CA,West
180151,Bose SoundSport Headphones,99.99,9.99,04/30/19,14:26, Seattle,WA,West
180152,iPhone,700,9.99,04/06/19,13:18, San Francisco,CA,West
180153,AAA Batteries (4-pack),5.98,9.99,04/09/19,16:45, San Francisco,CA,West
180154,AA Batteries (4-pack),3.84,9.99,04/06/19,20:29, Los Angeles,CA,West
180155,AAA Batteries (4-pack),8.97,9.99,04/01/19,15:16, San Francisco,CA,West
180156,AAA Batteries (4-pack),8.97,9.99,04/04/19,13:15, San Francisco,CA,West
180157,Wired Headphones,11.99,9.99,04/18/19,10:26, San Francisco,CA,West
180158,AA Batteries (4-pack),3.84,9.99,04/19/19,22:21, Boston,MA,Northeast
180159,Apple Airpods Headphones,150,9.99,04/18/19,18:34, New York City,NY,Northeast
180160,Wired Headphones,11.99,9.99,04/06/19,15:41, Los Angeles,CA,West
180161,ThinkPad Laptop,999.99,9.99,04/28/19,10:59, San Francisco,CA,West
180162,Wired Headphones,11.99,9.99,04/15/19,10:41, Austin,TX,South
180163,Vareebadd Phone,400,9.99,04/22/19,15:33, Atlanta,GA,South
180164,USB-C Charging Cable,11.95,9.99,04/22/19,15:33, Atlanta,GA,South
180165,Apple Airpods Headphones,150,9.99,04/06/19,14:11, Austin,TX,South
180166,27in 4K Gaming Monitor,389.99,9.99,04/23/19,20:11, New York City,NY,Northeast
180167,Wired Headphones,11.99,9.99,04/06/19,14:28, Los Angeles,CA,West
180168,34in Ultrawide Monitor,379.99,9.99,04/10/19,07:32, Los Angeles,CA,West
180169,Lightning Charging Cable,14.95,9.99,04/25/19,23:46, Dallas,TX,South
180170,Wired Headphones,11.99,9.99,04/26/19,20:05, Atlanta,GA,South
180171,Bose SoundSport Headphones,99.99,9.99,04/06/19,09:26, New York City,NY,Northeast
180172,Lightning Charging Cable,29.9,9.99,04/15/19,13:57, Dallas,TX,South
180173,Lightning Charging Cable,14.95,9.99,04/17/19,11:43, San Francisco,CA,West
180174,Flatscreen TV,300,9.99,04/27/19,17:23, Dallas,TX,South
180175,AA Batteries (4-pack),7.68,9.99,04/12/19,08:04, San Francisco,CA,West
180176,AAA Batteries (4-pack),8.97,9.99,04/07/19,22:07, Portland,OR,West
180177,USB-C Charging Cable,35.85,9.99,04/23/19,13:02, Boston,MA,Northeast
180178,AAA Batteries (4-pack),2.99,9.99,04/04/19,08:44, Seattle,WA,West
180179,Lightning Charging Cable,14.95,9.99,04/18/19,12:15, Los Angeles,CA,West
180180,USB-C Charging Cable,11.95,9.99,04/03/19,10:07, San Francisco,CA,West
180181,AAA Batteries (4-pack),14.95,9.99,04/06/19,17:30, Portland,OR,West
180182,USB-C Charging Cable,11.95,9.99,04/14/19,14:58, San Francisco,CA,West
180183,AA Batteries (4-pack),3.84,9.99,04/03/19,10:21, Los Angeles,CA,West
180184,AA Batteries (4-pack),3.84,9.99,04/20/19,09:57, Boston,MA,Northeast
180185,34in Ultrawide Monitor,379.99,9.99,04/23/19,18:39, Los Angeles,CA,West
180186,ThinkPad Laptop,999.99,9.99,04/24/19,11:30, Boston,MA,Northeast
180187,Bose SoundSport Headphones,99.99,9.99,04/27/19,17:16, New York City,NY,Northeast
180188,34in Ultrawide Monitor,379.99,9.99,04/21/19,18:31, Los Angeles,CA,West
180189,ThinkPad Laptop,999.99,9.99,04/16/19,09:52, New York City,NY,Northeast
180190,AA Batteries (4-pack),7.68,9.99,04/19/19,13:35, San Francisco,CA,West
